"id_venda","id_cliente","id_produto","id_vendedor","data_venda","quantidade","valor","valor_total"
52,71,4,17,"2023-04-05",4,1500.0,6000.0
53,71,21,10,"2022-04-03",6,5000.0,30000.0
54,27,43,5,"2024-06-21",3,3000.0,9000.0
55,89,30,13,"2022-06-22",1,800.0,800.0
56,46,11,14,"2024-02-24",1,800.0,800.0
57,15,31,5,"2024-01-17",9,3000.0,27000.0
58,59,47,13,"2024-04-13",8,1500.0,12000.0
59,57,41,11,"2024-08-20",5,2000.0,10000.0
60,61,45,14,"2023-11-22",7,2000.0,14000.0
61,26,13,18,"2023-11-09",4,2500.0,10000.0
62,99,25,20,"2024-06-27",3,500.0,1500.0
63,79,37,18,"2022-12-30",2,3500.0,7000.0
64,23,14,7,"2023-08-23",7,500.0,3500.0
65,67,21,13,"2023-02-17",5,5000.0,25000.0
66,77,50,1,"2023-02-05",1,1500.0,1500.0
67,70,6,6,"2024-03-26",8,3000.0,24000.0
68,93,38,3,"2023-04-02",1,1500.0,1500.0
69,27,15,15,"2022-12-19",4,500.0,2000.0
70,71,15,13,"2022-06-12",3,500.0,1500.0
71,60,12,3,"2024-03-17",6,1500.0,9000.0
72,35,16,13,"2023-08-01",3,2500.0,7500.0
73,68,40,8,"2022-03-17",7,1500.0,10500.0
74,87,26,8,"2023-09-17",2,3000.0,6000.0
75,85,45,1,"2023-11-07",7,2000.0,14000.0
76,95,14,2,"2023-09-05",9,500.0,4500.0
77,62,35,17,"2023-02-06",3,3500.0,10500.0
78,92,29,14,"2023-06-17",3,2500.0,7500.0
79,29,26,13,"2023-06-13",6,3000.0,18000.0
80,83,11,2,"2024-07-25",8,800.0,6400.0
81,9,21,17,"2023-02-18",4,5000.0,20000.0
82,90,34,3,"2024-02-05",5,3500.0,17500.0
83,2,37,12,"2023-06-28",9,3500.0,31500.0
84,87,25,16,"2023-08-12",6,500.0,3000.0
85,68,44,7,"2023-08-16",7,500.0,3500.0
86,85,15,7,"2024-03-04",9,500.0,4500.0
87,79,38,14,"2024-05-24",2,1500.0,3000.0
88,43,14,11,"2022-05-12",5,500.0,2500.0
89,30,36,8,"2022-04-06",7,1500.0,10500.0
90,15,6,8,"2022-04-28",4,3000.0,12000.0
91,51,44,4,"2023-01-12",6,500.0,3000.0
92,35,11,16,"2023-02-15",8,800.0,6400.0
93,96,22,4,"2022-12-29",3,1000.0,3000.0
94,48,16,7,"2022-02-15",3,2500.0,7500.0
95,56,7,12,"2022-12-18",9,3000.0,27000.0
96,100,38,2,"2023-04-15",8,1500.0,12000.0
97,12,35,9,"2022-04-14",5,3500.0,17500.0
98,10,2,10,"2024-11-07",3,2500.0,7500.0
99,86,19,20,"2022-09-29",6,2200.0,13200.0
100,64,49,14,"2024-06-28",6,3000.0,18000.0
101,38,33,12,"2023-03-20",4,3000.0,12000.0
102,80,40,2,"2024-04-26",8,1500.0,12000.0
103,11,43,5,"2023-12-15",8,3000.0,24000.0
104,96,6,8,"2023-12-30",4,3000.0,12000.0
105,6,16,10,"2023-05-24",5,2500.0,12500.0
106,94,3,10,"2024-01-21",7,3500.0,24500.0
107,17,34,11,"2024-08-30",3,3500.0,10500.0
108,96,40,8,"2024-03-24",1,1500.0,1500.0
109,59,31,17,"2022-07-10",7,3000.0,21000.0
110,100,8,4,"2022-12-21",8,2200.0,17600.0
111,75,49,15,"2024-12-12",5,3000.0,15000.0
112,48,4,4,"2022-10-24",8,1500.0,12000.0
113,30,33,6,"2024-01-12",3,3000.0,9000.0
114,28,14,6,"2024-07-19",1,500.0,500.0
115,60,17,3,"2023-11-28",4,1200.0,4800.0
116,27,19,1,"2024-07-08",8,2200.0,17600.0
117,36,15,15,"2022-04-09",9,500.0,4500.0
118,56,29,6,"2023-11-08",4,2500.0,10000.0
119,58,18,16,"2022-02-15",5,1500.0,7500.0
120,30,28,12,"2024-04-02",7,3000.0,21000.0
121,65,15,15,"2022-09-21",3,500.0,1500.0
122,98,4,18,"2022-09-13",9,1500.0,13500.0
123,64,31,15,"2023-07-22",1,3000.0,3000.0
124,87,28,12,"2024-11-11",7,3000.0,21000.0
125,55,19,14,"2024-02-10",4,2200.0,8800.0
126,60,29,8,"2024-01-28",9,2500.0,22500.0
127,89,35,7,"2024-09-06",6,3500.0,21000.0
128,66,2,5,"2023-03-11",9,2500.0,22500.0
129,24,45,11,"2023-09-28",9,2000.0,18000.0
130,21,38,12,"2024-04-02",5,1500.0,7500.0
131,29,27,8,"2024-09-03",4,5000.0,20000.0
132,84,16,16,"2024-10-25",6,2500.0,15000.0
133,60,21,19,"2024-11-13",8,5000.0,40000.0
134,70,11,13,"2022-12-05",7,800.0,5600.0
135,17,27,9,"2024-05-23",6,5000.0,30000.0
136,11,38,7,"2024-08-22",4,1500.0,6000.0
137,64,29,2,"2022-01-31",3,2500.0,7500.0
138,37,34,11,"2022-03-29",8,3500.0,28000.0
139,54,28,9,"2022-01-23",4,3000.0,12000.0
140,46,41,8,"2024-05-17",8,2000.0,16000.0
141,48,50,16,"2022-08-19",4,1500.0,6000.0
142,13,13,5,"2024-04-03",2,2500.0,5000.0
143,13,47,20,"2022-01-16",7,1500.0,10500.0
144,62,33,17,"2023-09-11",7,3000.0,21000.0
145,61,23,11,"2024-08-15",9,3000.0,27000.0
146,42,24,18,"2023-09-07",1,5000.0,5000.0
147,60,36,14,"2022-08-30",6,1500.0,9000.0
148,87,20,10,"2023-03-05",6,500.0,3000.0
149,27,11,4,"2023-08-16",4,800.0,3200.0
150,67,24,9,"2024-05-29",6,5000.0,30000.0
151,71,15,11,"2023-12-26",2,500.0,1000.0
152,34,48,8,"2023-12-01",1,1500.0,1500.0
153,43,4,16,"2024-07-14",9,1500.0,13500.0
154,24,49,4,"2023-05-17",8,3000.0,24000.0
155,92,27,3,"2022-05-16",6,5000.0,30000.0
156,11,47,6,"2023-09-19",7,1500.0,10500.0
157,13,7,20,"2024-12-31",9,3000.0,27000.0
158,76,43,1,"2024-01-04",2,3000.0,6000.0
159,17,2,14,"2022-04-14",1,2500.0,2500.0
160,29,43,13,"2023-05-16",1,3000.0,3000.0
161,58,19,14,"2024-11-28",1,2200.0,2200.0
162,51,27,7,"2022-01-08",9,5000.0,45000.0
163,82,6,10,"2024-10-17",1,3000.0,3000.0
164,57,45,16,"2024-11-21",4,2000.0,8000.0
165,95,39,7,"2022-08-14",1,3500.0,3500.0
166,18,33,20,"2023-08-12",8,3000.0,24000.0
167,86,5,4,"2023-12-24",1,1500.0,1500.0
168,41,49,20,"2024-09-30",4,3000.0,12000.0
169,77,21,2,"2024-04-18",7,5000.0,35000.0
170,67,47,7,"2023-05-18",5,1500.0,7500.0
171,98,4,14,"2024-11-19",2,1500.0,3000.0
172,66,43,11,"2024-03-06",7,3000.0,21000.0
173,67,18,19,"2024-01-20",7,1500.0,10500.0
174,72,2,14,"2022-12-18",7,2500.0,17500.0
175,82,46,17,"2023-11-29",7,2500.0,17500.0
176,36,10,13,"2023-08-04",8,3500.0,28000.0
177,22,1,12,"2022-03-31",3,1500.0,4500.0
178,8,29,17,"2024-07-17",4,2500.0,10000.0
179,24,45,15,"2022-08-15",7,2000.0,14000.0
180,38,31,8,"2024-09-16",8,3000.0,24000.0
181,98,21,3,"2022-07-05",3,5000.0,15000.0
182,49,35,15,"2024-02-19",9,3500.0,31500.0
183,80,10,16,"2024-08-03",9,3500.0,31500.0
184,4,45,3,"2024-09-09",6,2000.0,12000.0
185,96,43,20,"2023-03-25",1,3000.0,3000.0
186,99,37,6,"2023-03-27",8,3500.0,28000.0
187,26,27,17,"2023-03-08",9,5000.0,45000.0
188,95,11,14,"2023-01-31",5,800.0,4000.0
189,95,8,4,"2022-07-01",4,2200.0,8800.0
190,54,44,17,"2023-12-17",6,500.0,3000.0
191,94,42,2,"2024-11-06",7,1500.0,10500.0
192,78,5,1,"2022-04-24",8,1500.0,12000.0
193,16,4,20,"2022-06-01",6,1500.0,9000.0
194,38,40,10,"2022-04-21",4,1500.0,6000.0
195,2,34,18,"2024-02-24",6,3500.0,21000.0
196,48,39,8,"2022-10-21",1,3500.0,3500.0
197,27,29,15,"2024-02-14",4,2500.0,10000.0
198,1,30,1,"2023-11-13",2,800.0,1600.0
199,94,27,13,"2022-10-16",1,5000.0,5000.0
200,88,26,20,"2024-03-02",2,3000.0,6000.0
201,16,23,16,"2022-05-13",1,3000.0,3000.0
202,30,26,17,"2024-06-14",4,3000.0,12000.0
203,75,35,3,"2022-03-01",9,3500.0,31500.0
204,6,17,3,"2023-11-10",2,1200.0,2400.0
205,15,39,2,"2022-06-06",1,3500.0,3500.0
206,55,26,3,"2024-05-08",7,3000.0,21000.0
207,80,13,13,"2023-06-25",2,2500.0,5000.0
208,83,45,13,"2024-01-02",6,2000.0,12000.0
209,50,49,12,"2023-12-02",8,3000.0,24000.0
210,7,29,5,"2024-07-26",7,2500.0,17500.0
211,50,6,4,"2022-06-20",6,3000.0,18000.0
212,83,17,3,"2022-12-29",7,1200.0,8400.0
213,39,47,16,"2023-04-18",3,1500.0,4500.0
214,29,37,14,"2022-12-03",7,3500.0,24500.0
215,54,6,6,"2024-07-24",8,3000.0,24000.0
216,58,44,10,"2023-11-19",5,500.0,2500.0
217,93,34,11,"2022-07-20",6,3500.0,21000.0
218,47,27,7,"2023-10-08",8,5000.0,40000.0
219,51,20,10,"2024-09-10",9,500.0,4500.0
220,37,32,17,"2024-12-27",7,800.0,5600.0
221,35,39,17,"2024-06-12",3,3500.0,10500.0
222,17,48,3,"2023-06-18",7,1500.0,10500.0
223,81,38,12,"2023-07-18",9,1500.0,13500.0
224,64,23,8,"2022-12-08",1,3000.0,3000.0
225,40,15,4,"2024-07-13",6,500.0,3000.0
226,100,28,7,"2023-10-13",1,3000.0,3000.0
227,13,13,12,"2022-02-23",1,2500.0,2500.0
228,62,37,7,"2023-12-06",1,3500.0,3500.0
229,23,25,10,"2022-05-22",8,500.0,4000.0
230,91,23,10,"2022-03-05",7,3000.0,21000.0
231,59,18,16,"2024-10-07",9,1500.0,13500.0
232,56,4,10,"2023-11-21",4,1500.0,6000.0
233,64,30,14,"2022-12-16",1,800.0,800.0
234,36,20,8,"2023-05-10",5,500.0,2500.0
235,65,44,15,"2023-12-08",9,500.0,4500.0
236,30,37,17,"2022-03-02",5,3500.0,17500.0
237,12,24,10,"2024-10-07",3,5000.0,15000.0
238,70,24,14,"2023-06-01",5,5000.0,25000.0
239,71,39,12,"2024-01-12",2,3500.0,7000.0
240,37,33,6,"2022-06-07",7,3000.0,21000.0
241,21,2,9,"2024-05-31",8,2500.0,20000.0
242,33,46,13,"2022-05-02",6,2500.0,15000.0
243,79,43,2,"2022-05-01",7,3000.0,21000.0
244,74,15,20,"2022-05-03",7,500.0,3500.0
245,1,22,5,"2024-04-17",3,1000.0,3000.0
246,49,43,14,"2023-04-26",5,3000.0,15000.0
247,6,42,3,"2022-02-13",2,1500.0,3000.0
248,97,24,18,"2022-11-18",3,5000.0,15000.0
249,34,32,13,"2023-01-25",5,800.0,4000.0
250,86,27,17,"2023-10-02",7,5000.0,35000.0
251,57,8,6,"2023-02-04",2,2200.0,4400.0
252,86,28,11,"2023-04-22",1,3000.0,3000.0
253,47,37,4,"2024-08-22",6,3500.0,21000.0
254,79,24,15,"2022-08-26",8,5000.0,40000.0
255,80,27,20,"2023-05-02",8,5000.0,40000.0
256,9,5,16,"2022-05-18",9,1500.0,13500.0
257,44,50,15,"2022-10-25",6,1500.0,9000.0
258,11,19,10,"2024-08-20",7,2200.0,15400.0
259,30,36,14,"2022-12-25",9,1500.0,13500.0
260,75,12,18,"2022-08-07",4,1500.0,6000.0
261,26,35,11,"2024-04-23",1,3500.0,3500.0
262,66,30,3,"2024-12-21",8,800.0,6400.0
263,71,11,17,"2022-07-10",3,800.0,2400.0
264,58,38,15,"2022-01-25",3,1500.0,4500.0
265,73,20,4,"2023-08-25",8,500.0,4000.0
266,65,48,17,"2022-05-19",9,1500.0,13500.0
267,34,21,4,"2023-06-05",1,5000.0,5000.0
268,26,15,5,"2023-03-09",2,500.0,1000.0
269,21,5,3,"2024-01-28",9,1500.0,13500.0
270,36,36,3,"2024-10-20",9,1500.0,13500.0
271,36,41,18,"2024-10-25",3,2000.0,6000.0
272,8,47,14,"2024-03-13",9,1500.0,13500.0
273,18,4,17,"2023-04-14",3,1500.0,4500.0
274,29,21,1,"2024-08-29",5,5000.0,25000.0
275,35,47,5,"2023-08-01",4,1500.0,6000.0
276,38,12,20,"2023-07-20",6,1500.0,9000.0
277,38,42,16,"2022-05-17",5,1500.0,7500.0
278,47,8,10,"2023-02-28",6,2200.0,13200.0
279,64,9,5,"2022-01-16",1,2500.0,2500.0
280,7,25,1,"2024-06-29",5,500.0,2500.0
281,85,17,1,"2024-04-19",5,1200.0,6000.0
282,40,6,13,"2023-01-29",8,3000.0,24000.0
283,8,13,2,"2024-11-06",2,2500.0,5000.0
284,20,38,16,"2022-07-04",5,1500.0,7500.0
285,89,33,8,"2023-02-24",8,3000.0,24000.0
286,35,45,1,"2022-03-06",8,2000.0,16000.0
287,48,2,6,"2023-08-22",6,2500.0,15000.0
288,27,25,19,"2023-07-25",7,500.0,3500.0
289,42,6,13,"2022-11-08",3,3000.0,9000.0
290,76,30,12,"2024-06-17",3,800.0,2400.0
291,18,32,6,"2023-04-06",6,800.0,4800.0
292,86,30,20,"2023-06-25",4,800.0,3200.0
293,99,8,12,"2022-11-25",7,2200.0,15400.0
294,66,28,18,"2023-06-22",2,3000.0,6000.0
295,58,32,20,"2023-11-26",2,800.0,1600.0
296,41,45,14,"2023-01-27",3,2000.0,6000.0
297,16,50,18,"2022-09-15",9,1500.0,13500.0
298,17,30,9,"2022-03-23",1,800.0,800.0
299,48,24,20,"2024-08-30",2,5000.0,10000.0
300,14,39,14,"2022-05-28",7,3500.0,24500.0
301,100,39,10,"2022-07-10",1,3500.0,3500.0
302,81,15,13,"2023-10-22",2,500.0,1000.0
303,20,48,12,"2023-10-10",8,1500.0,12000.0
304,77,30,8,"2024-05-02",7,800.0,5600.0
305,8,3,10,"2022-12-10",8,3500.0,28000.0
306,24,43,17,"2023-01-01",4,3000.0,12000.0
307,71,4,18,"2024-11-15",3,1500.0,4500.0
308,85,26,17,"2024-05-10",3,3000.0,9000.0
309,94,3,5,"2024-10-22",9,3500.0,31500.0
310,56,22,13,"2024-11-21",9,1000.0,9000.0
311,13,40,5,"2024-12-06",3,1500.0,4500.0
312,11,47,3,"2023-06-10",9,1500.0,13500.0
313,75,2,9,"2023-02-17",5,2500.0,12500.0
314,83,14,17,"2022-06-16",8,500.0,4000.0
315,18,45,5,"2024-12-13",1,2000.0,2000.0
316,62,5,7,"2023-04-12",3,1500.0,4500.0
317,4,41,3,"2024-12-18",6,2000.0,12000.0
318,94,37,12,"2024-05-14",1,3500.0,3500.0
319,40,28,12,"2022-03-30",1,3000.0,3000.0
320,11,44,8,"2023-07-13",1,500.0,500.0
321,5,14,10,"2022-05-30",5,500.0,2500.0
322,75,11,4,"2023-08-14",7,800.0,5600.0
323,84,45,6,"2024-05-12",4,2000.0,8000.0
324,25,42,16,"2024-06-22",1,1500.0,1500.0
325,84,31,12,"2023-01-05",3,3000.0,9000.0
326,65,44,12,"2024-11-09",5,500.0,2500.0
327,65,23,8,"2024-08-27",7,3000.0,21000.0
328,7,29,8,"2024-05-27",9,2500.0,22500.0
329,62,41,4,"2022-01-12",1,2000.0,2000.0
330,85,18,8,"2022-07-23",3,1500.0,4500.0
331,14,9,12,"2023-01-04",5,2500.0,12500.0
332,63,4,2,"2023-04-30",5,1500.0,7500.0
333,24,17,18,"2022-06-01",7,1200.0,8400.0
334,16,44,20,"2024-03-07",5,500.0,2500.0
335,36,3,18,"2023-10-11",2,3500.0,7000.0
336,18,47,10,"2022-10-10",1,1500.0,1500.0
337,63,7,20,"2024-04-05",5,3000.0,15000.0
338,69,30,1,"2024-10-08",1,800.0,800.0
339,86,36,3,"2022-07-09",4,1500.0,6000.0
340,8,35,10,"2024-05-29",1,3500.0,3500.0
341,56,16,13,"2022-09-15",9,2500.0,22500.0
342,8,28,12,"2024-08-04",7,3000.0,21000.0
343,19,28,12,"2022-08-19",8,3000.0,24000.0
344,10,45,18,"2022-06-26",7,2000.0,14000.0
345,71,38,14,"2024-07-23",1,1500.0,1500.0
346,56,5,14,"2024-02-16",4,1500.0,6000.0
347,45,9,4,"2022-02-24",7,2500.0,17500.0
348,40,26,14,"2023-11-13",1,3000.0,3000.0
349,57,41,12,"2024-02-25",3,2000.0,6000.0
350,48,3,19,"2023-01-24",2,3500.0,7000.0
351,92,49,10,"2023-03-20",6,3000.0,18000.0
352,62,42,4,"2024-12-04",8,1500.0,12000.0
353,82,14,13,"2023-11-08",3,500.0,1500.0
354,34,17,3,"2024-11-23",4,1200.0,4800.0
355,96,46,19,"2024-01-03",5,2500.0,12500.0
356,36,11,20,"2022-02-19",2,800.0,1600.0
357,9,12,17,"2023-12-16",8,1500.0,12000.0
358,57,47,9,"2024-10-31",1,1500.0,1500.0
359,88,12,20,"2024-11-06",8,1500.0,12000.0
360,42,9,8,"2022-02-03",9,2500.0,22500.0
361,28,33,15,"2023-05-05",8,3000.0,24000.0
362,22,21,15,"2022-04-24",1,5000.0,5000.0
363,77,6,12,"2024-02-11",9,3000.0,27000.0
364,20,7,20,"2022-12-25",9,3000.0,27000.0
365,27,16,16,"2022-11-11",1,2500.0,2500.0
366,9,15,9,"2023-10-30",1,500.0,500.0
367,5,39,19,"2024-04-11",4,3500.0,14000.0
368,22,36,3,"2022-05-10",9,1500.0,13500.0
369,71,34,2,"2022-01-24",9,3500.0,31500.0
370,3,7,14,"2024-04-28",3,3000.0,9000.0
371,15,11,18,"2022-09-15",2,800.0,1600.0
372,11,43,10,"2023-04-22",5,3000.0,15000.0
373,2,47,8,"2024-04-03",2,1500.0,3000.0
374,7,48,7,"2022-11-24",1,1500.0,1500.0
375,38,4,12,"2022-04-22",8,1500.0,12000.0
376,79,31,11,"2022-12-02",2,3000.0,6000.0
377,42,33,19,"2024-11-04",4,3000.0,12000.0
378,58,23,10,"2023-10-26",2,3000.0,6000.0
379,51,18,9,"2022-04-13",9,1500.0,13500.0
380,70,16,8,"2022-01-25",6,2500.0,15000.0
381,95,7,15,"2022-06-14",8,3000.0,24000.0
382,99,38,12,"2022-11-30",6,1500.0,9000.0
383,93,20,3,"2023-02-21",8,500.0,4000.0
384,16,41,5,"2023-02-23",8,2000.0,16000.0
385,2,26,2,"2023-12-26",7,3000.0,21000.0
386,21,18,13,"2022-05-17",4,1500.0,6000.0
387,67,35,13,"2024-10-21",9,3500.0,31500.0
388,91,41,10,"2022-04-21",7,2000.0,14000.0
389,63,4,4,"2022-10-23",9,1500.0,13500.0
390,50,48,7,"2023-07-12",6,1500.0,9000.0
391,84,39,17,"2024-05-25",9,3500.0,31500.0
392,82,34,8,"2023-11-18",1,3500.0,3500.0
393,74,42,14,"2023-11-28",3,1500.0,4500.0
394,3,35,2,"2022-11-17",1,3500.0,3500.0
395,20,5,5,"2024-02-26",3,1500.0,4500.0
396,69,2,8,"2023-01-23",2,2500.0,5000.0
397,91,10,4,"2022-11-18",1,3500.0,3500.0
398,29,47,19,"2023-06-13",3,1500.0,4500.0
399,66,21,11,"2023-12-29",5,5000.0,25000.0
400,30,35,15,"2023-04-05",3,3500.0,10500.0
401,56,49,18,"2022-08-26",4,3000.0,12000.0
402,91,45,5,"2023-05-08",8,2000.0,16000.0
403,11,49,3,"2023-09-06",8,3000.0,24000.0
404,23,13,6,"2023-02-17",6,2500.0,15000.0
405,69,19,10,"2023-07-20",5,2200.0,11000.0
406,97,4,20,"2024-12-02",6,1500.0,9000.0
407,58,33,5,"2023-11-10",6,3000.0,18000.0
408,78,27,5,"2024-12-29",3,5000.0,15000.0
409,48,19,14,"2022-05-02",4,2200.0,8800.0
410,34,26,13,"2023-05-23",8,3000.0,24000.0
411,52,15,15,"2024-06-19",3,500.0,1500.0
412,29,18,8,"2022-09-07",3,1500.0,4500.0
413,31,16,14,"2023-12-06",7,2500.0,17500.0
414,1,29,15,"2024-09-16",1,2500.0,2500.0
415,21,27,12,"2024-03-22",6,5000.0,30000.0
416,57,34,6,"2024-03-29",9,3500.0,31500.0
417,68,23,16,"2024-11-23",9,3000.0,27000.0
418,95,12,18,"2023-12-26",3,1500.0,4500.0
419,32,33,12,"2023-02-16",9,3000.0,27000.0
420,52,32,4,"2023-12-09",6,800.0,4800.0
421,85,26,20,"2023-04-23",1,3000.0,3000.0
422,43,20,6,"2024-11-01",7,500.0,3500.0
423,64,36,15,"2023-03-05",5,1500.0,7500.0
424,72,47,9,"2022-03-27",2,1500.0,3000.0
425,17,27,9,"2022-11-08",3,5000.0,15000.0
426,87,20,15,"2022-07-12",5,500.0,2500.0
427,9,2,1,"2023-05-29",2,2500.0,5000.0
428,25,7,10,"2022-02-25",2,3000.0,6000.0
429,98,20,4,"2022-04-20",7,500.0,3500.0
430,3,26,16,"2022-09-24",1,3000.0,3000.0
431,61,10,10,"2022-10-13",5,3500.0,17500.0
432,50,1,9,"2024-11-28",4,1500.0,6000.0
433,10,49,11,"2022-12-15",6,3000.0,18000.0
434,41,25,5,"2024-02-14",4,500.0,2000.0
435,62,41,20,"2023-08-28",7,2000.0,14000.0
436,76,7,17,"2022-05-21",9,3000.0,27000.0
437,59,11,2,"2023-12-31",7,800.0,5600.0
438,57,42,2,"2024-04-21",7,1500.0,10500.0
439,23,45,18,"2023-08-21",9,2000.0,18000.0
440,46,37,3,"2023-08-07",5,3500.0,17500.0
441,18,10,9,"2022-08-20",4,3500.0,14000.0
442,78,45,13,"2024-11-11",3,2000.0,6000.0
443,42,19,4,"2024-10-14",3,2200.0,6600.0
444,55,45,20,"2024-02-16",4,2000.0,8000.0
445,22,33,7,"2022-11-01",9,3000.0,27000.0
446,97,41,17,"2024-03-21",9,2000.0,18000.0
447,1,34,3,"2022-01-26",6,3500.0,21000.0
448,13,33,6,"2022-06-17",8,3000.0,24000.0
449,95,43,18,"2023-08-15",3,3000.0,9000.0
450,39,43,1,"2024-11-18",7,3000.0,21000.0
451,62,30,18,"2024-12-19",9,800.0,7200.0
452,79,6,12,"2022-12-09",2,3000.0,6000.0
453,24,7,15,"2024-03-11",8,3000.0,24000.0
454,39,18,20,"2022-12-28",5,1500.0,7500.0
455,44,50,7,"2022-02-11",7,1500.0,10500.0
456,31,38,17,"2022-12-31",2,1500.0,3000.0
457,93,6,3,"2022-09-06",7,3000.0,21000.0
458,22,2,20,"2024-07-17",5,2500.0,12500.0
459,75,44,1,"2023-05-16",6,500.0,3000.0
460,97,37,20,"2022-09-02",9,3500.0,31500.0
461,46,5,12,"2023-05-24",9,1500.0,13500.0
462,59,24,13,"2022-01-21",7,5000.0,35000.0
463,72,20,18,"2023-11-10",3,500.0,1500.0
464,92,39,13,"2023-01-07",3,3500.0,10500.0
465,66,30,1,"2023-12-11",9,800.0,7200.0
466,34,19,10,"2023-03-17",3,2200.0,6600.0
467,83,2,12,"2023-04-23",1,2500.0,2500.0
468,51,40,9,"2023-04-11",9,1500.0,13500.0
469,8,47,15,"2022-06-13",4,1500.0,6000.0
470,79,18,10,"2024-01-01",9,1500.0,13500.0
471,68,43,9,"2022-07-06",2,3000.0,6000.0
472,62,27,7,"2024-11-10",1,5000.0,5000.0
473,84,13,14,"2023-02-20",3,2500.0,7500.0
474,74,5,9,"2023-01-01",1,1500.0,1500.0
475,49,12,12,"2022-07-04",8,1500.0,12000.0
476,67,35,4,"2022-05-24",7,3500.0,24500.0
477,49,43,19,"2022-03-17",9,3000.0,27000.0
478,80,17,18,"2023-03-22",6,1200.0,7200.0
479,44,14,1,"2024-11-10",8,500.0,4000.0
480,64,16,4,"2024-12-29",5,2500.0,12500.0
481,83,30,14,"2024-07-29",2,800.0,1600.0
482,38,28,1,"2022-11-29",6,3000.0,18000.0
483,53,41,17,"2023-11-30",2,2000.0,4000.0
484,33,15,12,"2024-12-12",4,500.0,2000.0
485,26,28,17,"2024-02-25",8,3000.0,24000.0
486,82,25,13,"2024-06-14",3,500.0,1500.0
487,80,48,18,"2024-08-12",5,1500.0,7500.0
488,14,37,15,"2023-03-30",6,3500.0,21000.0
489,52,48,11,"2022-02-04",3,1500.0,4500.0
490,94,1,10,"2023-09-11",1,1500.0,1500.0
491,63,29,6,"2022-11-07",7,2500.0,17500.0
492,67,48,13,"2023-12-09",9,1500.0,13500.0
493,30,21,2,"2024-04-17",9,5000.0,45000.0
494,32,48,3,"2023-11-14",2,1500.0,3000.0
495,34,32,20,"2023-09-25",3,800.0,2400.0
496,64,44,7,"2023-11-06",7,500.0,3500.0
497,34,18,7,"2023-01-10",3,1500.0,4500.0
498,89,37,5,"2022-02-05",7,3500.0,24500.0
499,100,35,16,"2024-03-26",1,3500.0,3500.0
500,62,39,9,"2024-05-01",5,3500.0,17500.0
